,nomFonteGeracao,anoReferencia,mdaEnergiaDespachadaGWh
210,Solar Fotovoltaica,2017,524.2190517747999
211,Solar Fotovoltaica,2018,2526.204815543
212,Solar Fotovoltaica,2019,4330.705709846699
213,Solar Fotovoltaica,2020,2469.33384
