ideCapacidadeInstaladaUF,nomUF,sigUF,mdaPotenciaInstaladakW,mesReferencia,anoReferencia,dthProcessamento
1210,SERGIPE,SE,4812201.40,6,2020,01/07/2020 00:00:00
1211,SÃO PAULO,SP,23856902.98,6,2020,01/07/2020 00:00:00
1212,TOCANTINS,TO,1950612.00,6,2020,01/07/2020 00:00:00
1213,ACRE,AC,72703.80,9,2020,01/10/2020 00:00:00
1214,ALAGOAS,AL,739167.30,9,2020,01/10/2020 00:00:00
1215,AMAZONAS,AM,2545981.64,9,2020,01/10/2020 00:00:00
1216,AMAPÁ,AP,992216.20,9,2020,01/10/2020 00:00:00
1217,BAHIA,BA,12623881.42,9,2020,01/10/2020 00:00:00
1218,CEARÁ,CE,4556085.10,9,2020,01/10/2020 00:00:00
1219,DISTRITO FEDERAL,DF,46358.40,9,2020,01/10/2020 00:00:00
1220,ESPÍRITO SANTO,ES,1600954.53,9,2020,01/10/2020 00:00:00
1221,GOIÁS,GO,7781826.31,9,2020,01/10/2020 00:00:00
1222,MARANHÃO,MA,4025833.03,9,2020,01/10/2020 00:00:00
1223,MINAS GERAIS,MG,16651791.28,9,2020,01/10/2020 00:00:00
1224,MATO GROSSO DO SUL,MS,2540037.39,9,2020,01/10/2020 00:00:00
1225,MATO GROSSO,MT,3951444.08,9,2020,01/10/2020 00:00:00
1226,PARÁ,PA,22838540.95,9,2020,01/10/2020 00:00:00
1227,PARAÍBA,PB,888478.80,9,2020,01/10/2020 00:00:00
1228,PERNAMBUCO,PE,4356316.64,9,2020,01/10/2020 00:00:00
1229,PIAUÍ,PI,2741396.00,9,2020,01/10/2020 00:00:00
1230,PARANÁ,PR,17118114.12,9,2020,01/10/2020 00:00:00
1231,RIO DE JANEIRO,RJ,8518502.28,9,2020,01/10/2020 00:00:00
1232,RIO GRANDE DO NORTE,RN,5211709.29,9,2020,01/10/2020 00:00:00
1233,RONDÔNIA,RO,8342883.60,9,2020,01/10/2020 00:00:00
1234,RORAIMA,RR,346984.38,9,2020,01/10/2020 00:00:00
1235,RIO GRANDE DO SUL,RS,9506741.04,9,2020,01/10/2020 00:00:00
1236,SANTA CATARINA,SC,4824259.38,9,2020,01/10/2020 00:00:00
1237,SERGIPE,SE,4812201.40,9,2020,01/10/2020 00:00:00
1238,SÃO PAULO,SP,23867022.98,9,2020,01/10/2020 00:00:00
1239,TOCANTINS,TO,1950612.00,9,2020,01/10/2020 00:00:00
1240,ACRE,AC,72703.80,12,2020,01/01/2021 00:00:00
1241,ALAGOAS,AL,739167.30,12,2020,01/01/2021 00:00:00
1242,AMAZONAS,AM,2341406.14,12,2020,01/01/2021 00:00:00
1243,AMAPÁ,AP,1082216.20,12,2020,01/01/2021 00:00:00
1244,BAHIA,BA,12871836.42,12,2020,01/01/2021 00:00:00
1245,CEARÁ,CE,4566965.10,12,2020,01/01/2021 00:00:00
1246,DISTRITO FEDERAL,DF,46358.40,12,2020,01/01/2021 00:00:00
1247,ESPÍRITO SANTO,ES,1600954.53,12,2020,01/01/2021 00:00:00
1248,GOIÁS,GO,7781826.31,12,2020,01/01/2021 00:00:00
1249,MARANHÃO,MA,4008658.63,12,2020,01/01/2021 00:00:00
1250,MINAS GERAIS,MG,16689960.63,12,2020,01/01/2021 00:00:00
1251,MATO GROSSO DO SUL,MS,2539537.39,12,2020,01/01/2021 00:00:00
1252,MATO GROSSO,MT,3951444.08,12,2020,01/01/2021 00:00:00
1253,PARÁ,PA,22842171.35,12,2020,01/01/2021 00:00:00
1254,PARAÍBA,PB,914018.80,12,2020,01/01/2021 00:00:00
1255,PERNAMBUCO,PE,4361402.64,12,2020,01/01/2021 00:00:00
1256,PIAUÍ,PI,3392694.00,12,2020,01/01/2021 00:00:00
1257,PARANÁ,PR,17142994.12,12,2020,01/01/2021 00:00:00
1258,RIO DE JANEIRO,RJ,8534266.28,12,2020,01/01/2021 00:00:00
1259,RIO GRANDE DO NORTE,RN,5441759.29,12,2020,01/01/2021 00:00:00
1260,RONDÔNIA,RO,8342883.60,12,2020,01/01/2021 00:00:00
1261,RORAIMA,RR,346984.38,12,2020,01/01/2021 00:00:00
1262,RIO GRANDE DO SUL,RS,9545415.04,12,2020,01/01/2021 00:00:00
1263,SANTA CATARINA,SC,4820584.10,12,2020,01/01/2021 00:00:00
1264,SERGIPE,SE,4812199.40,12,2020,01/01/2021 00:00:00
1265,SÃO PAULO,SP,23908492.98,12,2020,01/01/2021 00:00:00
1266,TOCANTINS,TO,1960612.00,12,2020,01/01/2021 00:00:00
1267,ACRE,AC,72703.80,3,2021,01/04/2021 00:00:00
1268,ALAGOAS,AL,739167.30,3,2021,01/04/2021 00:00:00
1269,AMAZONAS,AM,2384878.14,3,2021,01/04/2021 00:00:00
1270,AMAPÁ,AP,1082216.20,3,2021,01/04/2021 00:00:00
1271,BAHIA,BA,12907236.42,3,2021,01/04/2021 00:00:00
1272,CEARÁ,CE,4667765.10,3,2021,01/04/2021 00:00:00
1273,DISTRITO FEDERAL,DF,46358.40,3,2021,01/04/2021 00:00:00
1274,ESPÍRITO SANTO,ES,1602466.53,3,2021,01/04/2021 00:00:00
1275,GOIÁS,GO,7741826.31,3,2021,01/04/2021 00:00:00
1276,MARANHÃO,MA,4008658.63,3,2021,01/04/2021 00:00:00
1277,MINAS GERAIS,MG,16563912.88,3,2021,01/04/2021 00:00:00
1278,MATO GROSSO DO SUL,MS,2539537.39,3,2021,01/04/2021 00:00:00
1279,MATO GROSSO,MT,3963444.08,3,2021,01/04/2021 00:00:00
1280,PARÁ,PA,22844084.35,3,2021,01/04/2021 00:00:00
1281,PARAÍBA,PB,919245.20,3,2021,01/04/2021 00:00:00
1282,PERNAMBUCO,PE,4363513.64,3,2021,01/04/2021 00:00:00
1283,PIAUÍ,PI,3585544.00,3,2021,01/04/2021 00:00:00
1284,PARANÁ,PR,17160874.12,3,2021,01/04/2021 00:00:00
1285,RIO DE JANEIRO,RJ,8539066.28,3,2021,01/04/2021 00:00:00
1286,RIO GRANDE DO NORTE,RN,5594567.29,3,2021,01/04/2021 00:00:00
1287,RONDÔNIA,RO,8342883.60,3,2021,01/04/2021 00:00:00
1288,RORAIMA,RR,346984.38,3,2021,01/04/2021 00:00:00
1289,RIO GRANDE DO SUL,RS,9555917.04,3,2021,01/04/2021 00:00:00
1290,SANTA CATARINA,SC,4829941.60,3,2021,01/04/2021 00:00:00
1291,SERGIPE,SE,4812199.40,3,2021,01/04/2021 00:00:00
1292,SÃO PAULO,SP,23913875.98,3,2021,01/04/2021 00:00:00
1293,TOCANTINS,TO,1960612.00,3,2021,01/04/2021 00:00:00
1294,ACRE,AC,72703.60,6,2021,01/07/2021 00:00:00
1295,ALAGOAS,AL,739607.30,6,2021,01/07/2021 00:00:00
1296,AMAZONAS,AM,2425640.14,6,2021,01/07/2021 00:00:00
1297,AMAPÁ,AP,1082216.20,6,2021,01/07/2021 00:00:00
1298,BAHIA,BA,13245936.42,6,2021,01/07/2021 00:00:00
1299,CEARÁ,CE,4772765.10,6,2021,01/07/2021 00:00:00
1300,DISTRITO FEDERAL,DF,46358.40,6,2021,01/07/2021 00:00:00
1301,ESPÍRITO SANTO,ES,1602466.53,6,2021,01/07/2021 00:00:00
1302,GOIÁS,GO,7733126.31,6,2021,01/07/2021 00:00:00
1303,MARANHÃO,MA,4008658.63,6,2021,01/07/2021 00:00:00
1304,MINAS GERAIS,MG,16555137.88,6,2021,01/07/2021 00:00:00
1305,MATO GROSSO DO SUL,MS,2616537.39,6,2021,01/07/2021 00:00:00
1306,MATO GROSSO,MT,3954323.10,6,2021,01/07/2021 00:00:00
1307,PARÁ,PA,22850008.35,6,2021,01/07/2021 00:00:00
1308,PARAÍBA,PB,921462.40,6,2021,01/07/2021 00:00:00
1309,PERNAMBUCO,PE,4418478.64,6,2021,01/07/2021 00:00:00
1310,PIAUÍ,PI,3699794.00,6,2021,01/07/2021 00:00:00
1311,PARANÁ,PR,17155948.12,6,2021,01/07/2021 00:00:00
1312,RIO DE JANEIRO,RJ,8533066.28,6,2021,01/07/2021 00:00:00
1313,RIO GRANDE DO NORTE,RN,5871482.29,6,2021,01/07/2021 00:00:00
1314,RONDÔNIA,RO,8341071.10,6,2021,01/07/2021 00:00:00
1315,RORAIMA,RR,347072.78,6,2021,01/07/2021 00:00:00
1316,RIO GRANDE DO SUL,RS,9586005.04,6,2021,01/07/2021 00:00:00
1317,SANTA CATARINA,SC,4841717.58,6,2021,01/07/2021 00:00:00
1318,SERGIPE,SE,4812759.40,6,2021,01/07/2021 00:00:00
1319,SÃO PAULO,SP,23962710.67,6,2021,01/07/2021 00:00:00
1320,TOCANTINS,TO,1960612.00,6,2021,01/07/2021 00:00:00
1321,ACRE,AC,72703.60,9,2021,01/10/2021 00:00:00
1322,ALAGOAS,AL,739607.30,9,2021,01/10/2021 00:00:00
1323,AMAZONAS,AM,2353716.14,9,2021,01/10/2021 00:00:00
1324,AMAPÁ,AP,1081896.20,9,2021,01/10/2021 00:00:00
1325,BAHIA,BA,13721574.15,9,2021,01/10/2021 00:00:00
1326,CEARÁ,CE,4773791.10,9,2021,01/10/2021 00:00:00
1327,DISTRITO FEDERAL,DF,49208.40,9,2021,01/10/2021 00:00:00
1328,ESPÍRITO SANTO,ES,1613534.13,9,2021,01/10/2021 00:00:00
1329,GOIÁS,GO,7780626.31,9,2021,01/10/2021 00:00:00
1330,MARANHÃO,MA,4008658.63,9,2021,01/10/2021 00:00:00
1331,MINAS GERAIS,MG,16673773.88,9,2021,01/10/2021 00:00:00
1332,MATO GROSSO DO SUL,MS,2793653.39,9,2021,01/10/2021 00:00:00
1333,MATO GROSSO,MT,3950133.10,9,2021,01/10/2021 00:00:00
1334,PARÁ,PA,22854303.35,9,2021,01/10/2021 00:00:00
1335,PARAÍBA,PB,1106907.40,9,2021,01/10/2021 00:00:00
1336,PERNAMBUCO,PE,4524439.95,9,2021,01/10/2021 00:00:00
1337,PIAUÍ,PI,3699794.00,9,2021,01/10/2021 00:00:00
1338,PARANÁ,PR,17191295.12,9,2021,01/10/2021 00:00:00
1339,RIO DE JANEIRO,RJ,9871366.28,9,2021,01/10/2021 00:00:00
1340,RIO GRANDE DO NORTE,RN,6384602.29,9,2021,01/10/2021 00:00:00
1341,RONDÔNIA,RO,8404121.10,9,2021,01/10/2021 00:00:00
1342,RORAIMA,RR,347072.78,9,2021,01/10/2021 00:00:00
1343,RIO GRANDE DO SUL,RS,9586005.04,9,2021,01/10/2021 00:00:00
1344,SANTA CATARINA,SC,4901275.58,9,2021,01/10/2021 00:00:00
1345,SERGIPE,SE,4812759.40,9,2021,01/10/2021 00:00:00
1346,SÃO PAULO,SP,23965642.65,9,2021,01/10/2021 00:00:00
1347,TOCANTINS,TO,1960612.00,9,2021,01/10/2021 00:00:00
